Datetime,ogn_close,ogn_volume,btc_close,btc_volume,pct_change_hour,hour_movement,pct_change_daily,daily_movement,pct_change_weekly,weekly_movement,pct_change_monthly,monthly_movement
2025-01-04 15:00:00-03:00,0.129,0,97937.87,0,0.0,stable,0.7812500000000007,stable,,stable,,stable
2025-01-04 16:00:00-03:00,0.128,0,98186.7,0,-0.7751937984496131,stable,0.0,stable,,stable,,stable
2025-01-04 17:00:00-03:00,0.129,0,98584.47,0,0.7812500000000007,stable,0.7812500000000007,stable,,stable,,stable
2025-01-04 18:00:00-03:00,0.129,0,98341.53,0,0.0,stable,0.7812500000000007,stable,,stable,,stable
2025-01-04 19:00:00-03:00,0.128,0,98446.54,0,-0.7751937984496131,stable,0.0,stable,,stable,,stable
2025-01-04 20:00:00-03:00,0.129,0,98256.76,0,0.7812500000000007,stable,0.7812500000000007,stable,,stable,,stable
2025-01-04 21:00:00-03:00,0.127,0,98221.91,0,-1.5503875968992262,stable,-0.7812500000000007,stable,,stable,,stable
2025-01-04 22:00:00-03:00,0.127,0,98077.84,0,0.0,stable,-0.7812500000000007,stable,,stable,,stable
2025-01-04 23:00:00-03:00,0.127,0,98186.05,0,0.0,stable,-0.7812500000000007,stable,,stable,,stable
2025-01-05 00:00:00-03:00,0.126,0,98134.3,0,-0.7874015748031503,stable,-0.7874015748031503,stable,-0.7874015748031503,stable,,stable
2025-01-05 01:00:00-03:00,0.127,0,98332.76,0,0.7936507936507943,stable,0.0,stable,0.0,stable,,stable
2025-01-05 02:00:00-03:00,0.126,0,98339.25,0,-0.7874015748031503,stable,-0.7874015748031503,stable,-0.7874015748031503,stable,,stable
2025-01-05 03:00:00-03:00,0.128,0,98445.27,0,1.5873015873015885,stable,0.7874015748031503,stable,0.7874015748031503,stable,,stable
2025-01-05 04:00:00-03:00,0.128,0,98270.06,0,0.0,stable,0.7874015748031503,stable,0.7874015748031503,stable,,stable
2025-01-05 05:00:00-03:00,0.128,0,97807.65,327247872,0.0,stable,0.7874015748031503,stable,0.7874015748031503,stable,,stable
2025-01-05 06:00:00-03:00,0.126,0,97675.57,0,-1.5625000000000013,stable,-0.7874015748031503,stable,-0.7874015748031503,stable,,stable
2025-01-05 07:00:00-03:00,0.127,297459,97706.41,41971712,0.7936507936507943,stable,0.0,stable,0.0,stable,,stable
2025-01-05 08:00:00-03:00,0.127,188199,97628.16,0,0.0,stable,0.0,stable,0.0,stable,,stable
2025-01-05 09:00:00-03:00,0.128,0,97807.7,0,0.7874015748031503,stable,0.7874015748031503,stable,0.7874015748031503,stable,,stable
2025-01-05 10:00:00-03:00,0.127,0,97708.75,0,-0.7812500000000007,stable,0.0,stable,0.0,stable,,stable
2025-01-05 11:00:00-03:00,0.126,0,97835.7,686024704,-0.7874015748031503,stable,-0.7874015748031503,stable,-0.7874015748031503,stable,,stable
2025-01-05 12:00:00-03:00,0.127,0,98006.15,0,0.7936507936507943,stable,0.0,stable,0.0,stable,,stable
2025-01-05 13:00:00-03:00,0.126,0,98010.08,0,-0.7874015748031503,stable,-0.7874015748031503,stable,-0.7874015748031503,stable,,stable
2025-01-05 14:00:00-03:00,0.126,99890,97690.55,167047168,0.0,stable,-0.7874015748031503,stable,-0.7874015748031503,stable,,stable
2025-01-05 15:00:00-03:00,0.127,0,97899.23,117843968,0.7936507936507943,stable,0.0,stable,0.0,stable,,stable
2025-01-05 16:00:00-03:00,0.127,18461,98029.26,0,0.0,stable,0.0,stable,0.0,stable,,stable
2025-01-05 17:00:00-03:00,0.127,350305,98235.41,261285888,0.0,stable,0.0,stable,0.0,stable,,stable
2025-01-05 18:00:00-03:00,0.128,139291,98501.03,0,0.7874015748031503,stable,0.7874015748031503,stable,0.7874015748031503,stable,,stable
2025-01-05 19:00:00-03:00,0.128,213056,98661.17,156831744,0.0,stable,0.7874015748031503,stable,0.7874015748031503,stable,,stable
2025-01-05 20:00:00-03:00,0.128,34266,98319.66,441120768,0.0,stable,0.7874015748031503,stable,0.7874015748031503,stable,,stable
2025-01-05 21:00:00-03:00,0.125,0,98218.19,581666816,-2.343750000000002,down,-1.5748031496063006,stable,-1.5748031496063006,stable,,stable
2025-01-05 22:00:00-03:00,0.126,39388,98650.72,628277248,0.8000000000000007,stable,-0.7874015748031503,stable,-0.7874015748031503,stable,,stable
2025-01-05 23:00:00-03:00,0.127,335859,98780.54,2357067776,0.7936507936507943,stable,0.0,stable,0.0,stable,,stable
2025-01-06 00:00:00-03:00,0.127,133917,99005.16,731191296,0.0,stable,0.0,stable,0.0,stable,,stable
2025-01-06 01:00:00-03:00,0.127,0,99435.41,567019520,0.0,stable,0.0,stable,0.0,stable,,stable
2025-01-06 02:00:00-03:00,0.127,163566,99609.35,1216198656,0.0,stable,0.0,stable,0.0,stable,,stable
2025-01-06 03:00:00-03:00,0.127,0,99537.57,974700544,0.0,stable,0.0,stable,0.0,stable,,stable
2025-01-06 04:00:00-03:00,0.127,92542,99292.62,905590784,0.0,stable,0.0,stable,0.0,stable,,stable
2025-01-06 05:00:00-03:00,0.125,0,99060.22,213057536,-1.5748031496063006,stable,-1.5748031496063006,stable,-1.5748031496063006,stable,,stable
2025-01-06 06:00:00-03:00,0.125,0,98956.34,444694528,0.0,stable,-1.5748031496063006,stable,-1.5748031496063006,stable,,stable
2025-01-06 07:00:00-03:00,0.126,0,98721.34,234340352,0.8000000000000007,stable,-0.7874015748031503,stable,-0.7874015748031503,stable,,stable
2025-01-06 08:00:00-03:00,0.127,0,99218.11,873029632,0.7936507936507943,stable,0.0,stable,0.0,stable,,stable
2025-01-06 09:00:00-03:00,0.126,0,99127.05,616779776,-0.7874015748031503,stable,-0.7874015748031503,stable,-0.7874015748031503,stable,,stable
2025-01-06 10:00:00-03:00,0.126,0,99478.17,892131328,0.0,stable,-0.7874015748031503,stable,-0.7874015748031503,stable,,stable
2025-01-06 11:00:00-03:00,0.128,0,100921.55,3502241792,1.5873015873015885,stable,0.7874015748031503,stable,0.7874015748031503,stable,,stable
2025-01-06 12:00:00-03:00,0.129,644692,102174.23,5847633920,0.7812500000000007,stable,1.5748031496063006,stable,1.5748031496063006,stable,,stable
2025-01-06 13:00:00-03:00,0.13,332810,102157.24,3222777856,0.7751937984496131,stable,2.362204724409451,up,2.362204724409451,up,,stable
2025-01-06 14:00:00-03:00,0.129,364459,101832.23,2446413824,-0.7692307692307698,stable,1.5748031496063006,stable,1.5748031496063006,stable,,stable
2025-01-06 15:00:00-03:00,0.128,116144,101884.0,1324244992,-0.7751937984496131,stable,0.7874015748031503,stable,0.7874015748031503,stable,,stable
2025-01-06 16:00:00-03:00,0.129,0,101854.24,1000026112,0.7812500000000007,stable,1.5748031496063006,stable,1.5748031496063006,stable,,stable
2025-01-06 17:00:00-03:00,0.128,0,102102.73,1140572160,-0.7751937984496131,stable,0.7874015748031503,stable,0.7874015748031503,stable,,stable
2025-01-06 18:00:00-03:00,0.128,75237,101639.06,1377091584,0.0,stable,0.7874015748031503,stable,0.7874015748031503,stable,,stable
2025-01-06 19:00:00-03:00,0.128,0,102077.37,203239424,0.0,stable,0.7874015748031503,stable,0.7874015748031503,stable,,stable
2025-01-06 20:00:00-03:00,0.128,48313,102228.51,0,0.0,stable,0.7874015748031503,stable,0.7874015748031503,stable,,stable
2025-01-06 21:00:00-03:00,0.128,31302,102081.64,687124480,0.0,stable,0.7874015748031503,stable,0.7874015748031503,stable,,stable
2025-01-06 22:00:00-03:00,0.128,126802,101947.42,4702208,0.0,stable,0.7874015748031503,stable,0.7874015748031503,stable,,stable
2025-01-06 23:00:00-03:00,0.126,0,101724.95,0,-1.5625000000000013,stable,-0.7874015748031503,stable,-0.7874015748031503,stable,,stable
2025-01-07 00:00:00-03:00,0.126,0,101742.04,0,0.0,stable,0.0,stable,-0.7874015748031503,stable,,stable
2025-01-07 01:00:00-03:00,0.126,32069,101742.27,0,0.0,stable,0.0,stable,-0.7874015748031503,stable,,stable
2025-01-07 02:00:00-03:00,0.126,0,101750.33,0,0.0,stable,0.0,stable,-0.7874015748031503,stable,,stable
2025-01-07 03:00:00-03:00,0.126,0,101826.76,0,0.0,stable,0.0,stable,-0.7874015748031503,stable,,stable
2025-01-07 04:00:00-03:00,0.126,0,101686.38,0,0.0,stable,0.0,stable,-0.7874015748031503,stable,,stable
2025-01-07 05:00:00-03:00,0.127,0,101906.23,0,0.7936507936507943,stable,0.7936507936507943,stable,0.0,stable,,stable
2025-01-07 06:00:00-03:00,0.126,0,101755.05,0,-0.7874015748031503,stable,0.0,stable,-0.7874015748031503,stable,,stable
2025-01-07 07:00:00-03:00,0.126,0,101430.98,223154176,0.0,stable,0.0,stable,-0.7874015748031503,stable,,stable
2025-01-07 08:00:00-03:00,0.124,0,100897.82,832135168,-1.5873015873015885,stable,-1.5873015873015885,stable,-2.362204724409451,down,,stable
2025-01-07 09:00:00-03:00,0.125,185012,100747.62,470818816,0.8064516129032264,stable,-0.7936507936507943,stable,-1.5748031496063006,stable,,stable
2025-01-07 10:00:00-03:00,0.125,0,100655.07,0,0.0,stable,-0.7936507936507943,stable,-1.5748031496063006,stable,,stable
2025-01-07 11:00:00-03:00,0.124,0,99929.65,0,-0.8000000000000007,stable,-1.5873015873015885,stable,-2.362204724409451,down,,stable
2025-01-07 12:00:00-03:00,0.116,2030099,97960.39,4359987200,-6.451612903225801,down,-7.936507936507932,down,-8.661417322834643,down,,stable
2025-01-07 13:00:00-03:00,0.117,99870,97800.84,798781440,0.8620689655172421,stable,-7.142857142857138,down,-7.874015748031492,down,,stable
2025-01-07 14:00:00-03:00,0.116,0,97262.22,768028672,-0.8547008547008554,stable,-7.936507936507932,down,-8.661417322834643,down,,stable
2025-01-07 15:00:00-03:00,0.115,135981,96701.29,1068425216,-0.8620689655172421,stable,-8.730158730158728,down,-9.448818897637793,down,,stable
2025-01-07 16:00:00-03:00,0.114,155198,96496.67,1145810944,-0.8695652173913051,stable,-9.52380952380952,down,-10.236220472440943,down,,stable
2025-01-07 17:00:00-03:00,0.113,309314,96440.13,1122418688,-0.8771929824561412,stable,-10.317460317460316,down,-11.023622047244093,down,,stable
2025-01-07 18:00:00-03:00,0.112,129854,96613.1,280469504,-0.8849557522123901,stable,-11.11111111111111,down,-11.811023622047244,down,,stable
2025-01-07 19:00:00-03:00,0.112,131918,97092.27,771493888,0.0,stable,-11.11111111111111,down,-11.811023622047244,down,,stable
2025-01-07 20:00:00-03:00,0.111,0,96936.19,627290112,-0.8928571428571437,stable,-11.904761904761903,down,-12.598425196850393,down,,stable
2025-01-07 21:00:00-03:00,0.112,50587,97216.32,0,0.9009009009009018,stable,-11.11111111111111,down,-11.811023622047244,down,,stable
2025-01-07 22:00:00-03:00,0.111,0,96858.09,187428864,-0.8928571428571437,stable,-11.904761904761903,down,-12.598425196850393,down,,stable
2025-01-07 23:00:00-03:00,0.111,17804,96920.13,558931968,0.0,stable,-11.904761904761903,down,-12.598425196850393,down,,stable
2025-01-08 00:00:00-03:00,0.11,197167,96480.57,1134739456,-0.9009009009009018,stable,-0.9009009009009018,stable,-13.385826771653544,down,,stable
2025-01-08 01:00:00-03:00,0.109,100159,96214.9,1326727168,-0.90909090909091,stable,-1.8018018018018036,stable,-14.173228346456696,down,,stable
2025-01-08 02:00:00-03:00,0.109,87219,96483.86,815353856,0.0,stable,-1.8018018018018036,stable,-14.173228346456696,down,,stable
2025-01-08 03:00:00-03:00,0.107,244168,95294.07,1592717312,-1.8348623853211024,stable,-3.603603603603607,down,-15.748031496062994,down,,stable
2025-01-08 04:00:00-03:00,0.108,217666,95692.39,1667932160,0.9345794392523372,stable,-2.702702702702705,down,-14.960629921259844,down,,stable
2025-01-08 05:00:00-03:00,0.109,126350,95939.73,801705984,0.9259259259259267,stable,-1.8018018018018036,stable,-14.173228346456696,down,,stable
2025-01-08 06:00:00-03:00,0.109,22504,95549.52,61014016,0.0,stable,-1.8018018018018036,stable,-14.173228346456696,down,,stable
2025-01-08 07:00:00-03:00,0.108,173646,95919.73,157958144,-0.9174311926605512,stable,-2.702702702702705,down,-14.960629921259844,down,,stable
2025-01-08 08:00:00-03:00,0.108,17982,95161.72,391647232,0.0,stable,-2.702702702702705,down,-14.960629921259844,down,,stable
2025-01-08 09:00:00-03:00,0.107,0,94857.25,650387456,-0.9259259259259267,stable,-3.603603603603607,down,-15.748031496062994,down,,stable
2025-01-08 10:00:00-03:00,0.108,177932,95385.06,1394085888,0.9345794392523372,stable,-2.702702702702705,down,-14.960629921259844,down,,stable
2025-01-08 11:00:00-03:00,0.109,309958,95245.23,686317568,0.9259259259259267,stable,-1.8018018018018036,stable,-14.173228346456696,down,,stable
2025-01-08 12:00:00-03:00,0.109,0,95359.9,0,0.0,stable,-1.8018018018018036,stable,-14.173228346456696,down,,stable
2025-01-08 13:00:00-03:00,0.107,0,94741.96,0,-1.8348623853211024,stable,-3.603603603603607,down,-15.748031496062994,down,,stable
2025-01-08 14:00:00-03:00,0.105,347998,93927.95,2712739840,-1.8691588785046744,stable,-5.40540540540541,down,-17.322834645669296,down,,stable
2025-01-08 15:00:00-03:00,0.106,109331,94212.68,990150656,0.9523809523809533,stable,-4.504504504504508,down,-16.535433070866144,down,,stable
2025-01-08 16:00:00-03:00,0.106,2018,94258.36,189091840,0.0,stable,-4.504504504504508,down,-16.535433070866144,down,,stable
2025-01-08 17:00:00-03:00,0.107,0,93937.09,0,0.9433962264150951,stable,-3.603603603603607,down,-15.748031496062994,down,,stable
2025-01-08 18:00:00-03:00,0.107,0,94468.34,0,0.0,stable,-3.603603603603607,down,-15.748031496062994,down,,stable
2025-01-08 19:00:00-03:00,0.108,169732,95233.44,145629184,0.9345794392523372,stable,-2.702702702702705,down,-14.960629921259844,down,,stable
2025-01-08 20:00:00-03:00,0.109,0,95038.31,0,0.9259259259259267,stable,-1.8018018018018036,stable,-14.173228346456696,down,,stable
2025-01-08 21:00:00-03:00,0.109,0,95094.16,0,0.0,stable,-1.8018018018018036,stable,-14.173228346456696,down,,stable
2025-01-08 22:00:00-03:00,0.109,0,94951.86,0,0.0,stable,-1.8018018018018036,stable,-14.173228346456696,down,,stable
2025-01-08 23:00:00-03:00,0.109,272786,94650.48,2434740224,0.0,stable,-1.8018018018018036,stable,-14.173228346456696,down,,stable
2025-01-09 00:00:00-03:00,0.109,0,94026.61,0,0.0,stable,0.0,stable,-14.173228346456696,down,,stable
2025-01-09 01:00:00-03:00,0.109,0,94443.27,0,0.0,stable,0.0,stable,-14.173228346456696,down,,stable
2025-01-09 02:00:00-03:00,0.109,0,94431.6,0,0.0,stable,0.0,stable,-14.173228346456696,down,,stable
2025-01-09 03:00:00-03:00,0.108,0,94059.27,0,-0.9174311926605512,stable,-0.9174311926605512,stable,-14.960629921259844,down,,stable
2025-01-09 04:00:00-03:00,0.105,14980,93219.72,0,-2.7777777777777803,down,-3.6697247706422047,down,-17.322834645669296,down,,stable
2025-01-09 05:00:00-03:00,0.106,240055,92945.71,1544724480,0.9523809523809533,stable,-2.752293577981654,down,-16.535433070866144,down,,stable
2025-01-09 06:00:00-03:00,0.108,231707,93497.99,701202432,1.8867924528301903,stable,-0.9174311926605512,stable,-14.960629921259844,down,,stable
2025-01-09 07:00:00-03:00,0.107,0,93391.91,178372608,-0.9259259259259267,stable,-1.8348623853211024,stable,-15.748031496062994,down,,stable
2025-01-09 08:00:00-03:00,0.108,0,93409.71,0,0.9345794392523372,stable,-0.9174311926605512,stable,-14.960629921259844,down,,stable
2025-01-09 09:00:00-03:00,0.107,0,93349.7,0,-0.9259259259259267,stable,-1.8348623853211024,stable,-15.748031496062994,down,,stable
2025-01-09 10:00:00-03:00,0.105,150324,92103.41,1102098432,-1.8691588785046744,stable,-3.6697247706422047,down,-17.322834645669296,down,,stable
2025-01-09 11:00:00-03:00,0.104,136935,92699.45,662974464,-0.9523809523809533,stable,-4.587155963302757,down,-18.110236220472444,down,,stable
2025-01-09 12:00:00-03:00,0.109,297765,94250.75,0,4.807692307692312,up,0.0,stable,-14.173228346456696,down,,stable
2025-01-09 13:00:00-03:00,0.108,122170,94192.74,0,-0.9174311926605512,stable,-0.9174311926605512,stable,-14.960629921259844,down,,stable
2025-01-09 14:00:00-03:00,0.105,0,92792.54,0,-2.7777777777777803,down,-3.6697247706422047,down,-17.322834645669296,down,,stable
2025-01-09 15:00:00-03:00,0.106,0,93066.91,0,0.9523809523809533,stable,-2.752293577981654,down,-16.535433070866144,down,,stable
2025-01-09 16:00:00-03:00,0.104,0,92068.38,0,-1.8867924528301903,stable,-4.587155963302757,down,-18.110236220472444,down,,stable
2025-01-09 17:00:00-03:00,0.104,249261,92116.29,2925056000,0.0,stable,-4.587155963302757,down,-18.110236220472444,down,,stable
2025-01-09 18:00:00-03:00,0.104,49490,92068.66,665714688,0.0,stable,-4.587155963302757,down,-18.110236220472444,down,,stable
2025-01-09 19:00:00-03:00,0.106,0,92511.66,732758016,1.923076923076925,stable,-2.752293577981654,down,-16.535433070866144,down,,stable
2025-01-09 20:00:00-03:00,0.106,35008,92480.14,660291584,0.0,stable,-2.752293577981654,down,-16.535433070866144,down,,stable
2025-01-09 21:00:00-03:00,0.107,91184,92773.16,476803072,0.9433962264150951,stable,-1.8348623853211024,stable,-15.748031496062994,down,,stable
2025-01-09 22:00:00-03:00,0.106,0,93083.65,296976384,-0.9345794392523372,stable,-2.752293577981654,down,-16.535433070866144,down,,stable
2025-01-09 23:00:00-03:00,0.106,0,93378.05,0,0.0,stable,-2.752293577981654,down,-16.535433070866144,down,,stable
2025-01-10 00:00:00-03:00,0.107,0,93696.38,0,0.9433962264150951,stable,0.9433962264150951,stable,-15.748031496062994,down,,stable
2025-01-10 01:00:00-03:00,0.106,0,93791.88,0,-0.9345794392523372,stable,0.0,stable,-16.535433070866144,down,,stable
2025-01-10 02:00:00-03:00,0.107,0,93934.23,625934336,0.9433962264150951,stable,0.9433962264150951,stable,-15.748031496062994,down,,stable
2025-01-10 03:00:00-03:00,0.107,0,94279.78,373960704,0.0,stable,0.9433962264150951,stable,-15.748031496062994,down,,stable
2025-01-10 04:00:00-03:00,0.109,37603,94527.3,194875392,1.8691588785046744,stable,2.8301886792452855,up,-14.173228346456696,down,,stable
2025-01-10 05:00:00-03:00,0.109,0,94676.39,0,0.0,stable,2.8301886792452855,up,-14.173228346456696,down,,stable
2025-01-10 06:00:00-03:00,0.109,26622,94794.05,0,0.0,stable,2.8301886792452855,up,-14.173228346456696,down,,stable
2025-01-10 07:00:00-03:00,0.109,0,95208.7,0,0.0,stable,2.8301886792452855,up,-14.173228346456696,down,,stable
2025-01-10 08:00:00-03:00,0.108,0,94957.4,0,-0.9174311926605512,stable,1.8867924528301903,stable,-14.960629921259844,down,,stable
2025-01-10 09:00:00-03:00,0.109,0,95039.09,0,0.9259259259259267,stable,2.8301886792452855,up,-14.173228346456696,down,,stable
2025-01-10 10:00:00-03:00,0.106,245685,93644.75,1369354240,-2.752293577981654,down,0.0,stable,-16.535433070866144,down,,stable
2025-01-10 11:00:00-03:00,0.107,5909,94111.41,1331318784,0.9433962264150951,stable,0.9433962264150951,stable,-15.748031496062994,down,,stable
2025-01-10 12:00:00-03:00,0.107,214316,93852.59,2698424320,0.0,stable,0.9433962264150951,stable,-15.748031496062994,down,,stable
2025-01-10 13:00:00-03:00,0.107,0,93699.99,1081085952,0.0,stable,0.9433962264150951,stable,-15.748031496062994,down,,stable
2025-01-10 14:00:00-03:00,0.109,76678,95742.3,1464971264,1.8691588785046744,stable,2.8301886792452855,up,-14.173228346456696,down,,stable
2025-01-10 15:00:00-03:00,0.109,319379,94941.74,1082241024,0.0,stable,2.8301886792452855,up,-14.173228346456696,down,,stable
2025-01-10 16:00:00-03:00,0.11,0,95342.27,299798528,0.9174311926605512,stable,3.7735849056603805,up,-13.385826771653544,down,,stable
2025-01-10 17:00:00-03:00,0.109,0,94811.14,0,-0.90909090909091,stable,2.8301886792452855,up,-14.173228346456696,down,,stable
2025-01-10 18:00:00-03:00,0.109,0,94697.41,0,0.0,stable,2.8301886792452855,up,-14.173228346456696,down,,stable
2025-01-10 19:00:00-03:00,0.109,0,94735.59,0,0.0,stable,2.8301886792452855,up,-14.173228346456696,down,,stable
2025-01-10 20:00:00-03:00,0.11,0,94685.27,0,0.9174311926605512,stable,3.7735849056603805,up,-13.385826771653544,down,,stable
2025-01-10 21:00:00-03:00,0.11,0,94566.56,0,0.0,stable,3.7735849056603805,up,-13.385826771653544,down,,stable
2025-01-10 22:00:00-03:00,0.109,0,94406.31,0,-0.90909090909091,stable,2.8301886792452855,up,-14.173228346456696,down,,stable
2025-01-10 23:00:00-03:00,0.109,0,94430.2,0,0.0,stable,2.8301886792452855,up,-14.173228346456696,down,,stable
2025-01-11 00:00:00-03:00,0.108,0,94167.42,0,-0.9174311926605512,stable,-0.9174311926605512,stable,-14.960629921259844,down,,stable
2025-01-11 01:00:00-03:00,0.108,0,94029.14,0,0.0,stable,-0.9174311926605512,stable,-14.960629921259844,down,,stable
2025-01-11 02:00:00-03:00,0.109,0,94336.76,0,0.9259259259259267,stable,0.0,stable,-14.173228346456696,down,,stable
2025-01-11 03:00:00-03:00,0.108,0,94248.01,0,-0.9174311926605512,stable,-0.9174311926605512,stable,-14.960629921259844,down,,stable
2025-01-11 04:00:00-03:00,0.108,0,94189.19,0,0.0,stable,-0.9174311926605512,stable,-14.960629921259844,down,,stable
2025-01-11 05:00:00-03:00,0.107,0,94083.28,0,-0.9259259259259267,stable,-1.8348623853211024,stable,-15.748031496062994,down,,stable
2025-01-11 06:00:00-03:00,0.107,0,94289.34,0,0.0,stable,-1.8348623853211024,stable,-15.748031496062994,down,,stable
2025-01-11 07:00:00-03:00,0.108,0,94446.03,0,0.9345794392523372,stable,-0.9174311926605512,stable,-14.960629921259844,down,,stable
2025-01-11 08:00:00-03:00,0.108,0,94586.98,0,0.0,stable,-0.9174311926605512,stable,-14.960629921259844,down,,stable
2025-01-11 09:00:00-03:00,0.108,0,94526.44,0,0.0,stable,-0.9174311926605512,stable,-14.960629921259844,down,,stable
2025-01-11 10:00:00-03:00,0.108,0,94375.65,0,0.0,stable,-0.9174311926605512,stable,-14.960629921259844,down,,stable
2025-01-11 11:00:00-03:00,0.108,0,94590.22,0,0.0,stable,-0.9174311926605512,stable,-14.960629921259844,down,,stable
2025-01-11 12:00:00-03:00,0.107,0,94373.16,0,-0.9259259259259267,stable,-1.8348623853211024,stable,-15.748031496062994,down,,stable
2025-01-11 13:00:00-03:00,0.107,0,94431.81,0,0.0,stable,-1.8348623853211024,stable,-15.748031496062994,down,,stable
2025-01-11 14:00:00-03:00,0.106,0,94073.33,0,-0.9345794392523372,stable,-2.752293577981654,down,-16.535433070866144,down,,stable
