Price,Close,High,Low,Open,Volume,SMA_20,RSI_14,MACD,MACD_signal,MACD_hist,BB_mid,BB_std,BB_upper,BB_lower
Ticker,OGN-USD,OGN-USD,OGN-USD,OGN-USD,OGN-USD,,,,,,,,,
Date,,,,,,,,,,,,,,
2020-01-28,0.11111599951982498,0.12052100151777267,0.11111599951982498,0.12052100151777267,6020590,0.1382258001714945,32.18058359797136,-0.022183826732478845,-0.022770426549426463,0.0005865998169476173,0.1382258001714945,0.030782075277805257,0.199789950727105,0.07666164961588398
2020-01-29,0.10844600200653076,0.11270499974489212,0.10657099634408951,0.11132600158452988,5264141,0.13273770026862622,36.43175706497999,-0.021942579805541568,-0.022604857200649486,0.0006622773951079179,0.13273770026862622,0.02501629603405027,0.18277029233672676,0.08270510820052568
2020-01-30,0.11029800027608871,0.1108739972114563,0.10321500152349472,0.10839799791574478,5611554,0.12815320044755935,44.196674773032,-0.021355773037229478,-0.022355040367965484,0.0009992673307360062,0.12815320044755935,0.01943690207893057,0.16702700460542047,0.0892793962896982
2020-01-31,0.111674003303051,0.11649099737405777,0.10422399640083313,0.11062899976968765,6578113,0.12525265030562877,43.24715486597744,-0.020542886888540918,-0.02199260967208057,0.0014497227835396538,0.12525265030562877,0.017101060782564785,0.15945477187075835,0.0910505287404992
2020-02-01,0.11133900284767151,0.11359799653291702,0.10912100225687027,0.11208900064229965,6121798,0.12245620079338551,38.82409633883565,-0.019698626986281956,-0.02153381313492085,0.0018351861486388954,0.12245620079338551,0.014194842051517288,0.1508458848964201,0.09406651669035093
2020-02-02,0.11794699728488922,0.1284479945898056,0.11074700206518173,0.11132299900054932,7078271,0.1199716005474329,53.331843011403215,-0.01828555056090178,-0.02088416062011704,0.002598610059215259,0.1199716005474329,0.00941376338921537,0.13879912732586364,0.10114407376900217
2020-02-03,0.11489000171422958,0.125,0.1119529977440834,0.11794699728488922,7221184,0.11842125058174133,54.20506516951168,-0.017213919953367088,-0.020150112486767048,0.0029361925333999603,0.11842125058174133,0.007216153072366885,0.13285355672647509,0.10398894443700755
2020-02-04,0.11736299842596054,0.1193389967083931,0.11289700120687485,0.11465100198984146,6890676,0.11769745014607906,41.22427121422198,-0.015980877204609306,-0.0193162654303355,0.003335388225726193,0.11769745014607906,0.0064888179253125965,0.13067508599670424,0.10471981429545386
2020-02-05,0.12100599706172943,0.12143299728631973,0.11091200262308121,0.117576003074646,6581661,0.11779614984989166,40.792299404908064,-0.014542090234443056,-0.01836143039115701,0.0038193401567139552,0.11779614984989166,0.006525097386127709,0.1308463446221471,0.10474595507763625
2020-02-06,0.2453009933233261,0.28169000148773193,0.11687099933624268,0.12109799683094025,70320606,0.12397784963250161,84.22344980855152,-0.003333843302653322,-0.015355912973456275,0.012022069670802953,0.12397784963250161,0.029278332588734073,0.18253451480996974,0.06542118445503346
2020-02-07,0.2190600037574768,0.31955501437187195,0.21147799491882324,0.2551339864730835,44690322,0.12859065011143683,75.57307222857543,0.0033922409469449855,-0.011606282189376023,0.014998523136321008,0.12859065011143683,0.03619702284881411,0.20098469580906506,0.05619660441380861
2020-02-08,0.31161901354789734,0.34807899594306946,0.21223099529743195,0.21964700520038605,48534232,0.13848335072398185,84.87404235193436,0.016006931770259886,-0.006083639397448841,0.022090571167708725,0.13848335072398185,0.054394531580077475,0.2472724138841368,0.0296942875638269
2020-02-09,0.44338199496269226,0.4558739960193634,0.28382301330566406,0.31161901354789734,85364648,0.15516760051250458,89.91270413887116,0.03621882843392038,0.0023768541688250037,0.03384197426509537,0.15516760051250458,0.08668872981277173,0.3285450601380481,-0.01820985911303888
2020-02-10,0.37630000710487366,0.45443201065063477,0.3591200113296509,0.44219499826431274,48620093,0.1676922507584095,77.08437690356308,0.04629034013976657,0.011159551363013318,0.035130788776753255,0.1676922507584095,0.09938864196733901,0.3664695346930875,-0.03108503317626854
2020-02-11,0.3458000123500824,0.38291698694229126,0.3302989900112152,0.37753498554229736,29835404,0.17849220111966133,73.73163522628104,0.05122055240590473,0.0191717515715916,0.03204880083431313,0.17849220111966133,0.10653336284384896,0.39155892680735926,-0.034574524568036585
2020-02-12,0.32378700375556946,0.3972780108451843,0.3031350076198578,0.34613099694252014,37426510,0.18825875148177146,70.95584642026338,0.05274352084726658,0.025886105426726598,0.02685741542053998,0.18825875148177146,0.11058148659167144,0.40942172466511434,-0.03290422170157142
2020-02-13,0.3285129964351654,0.3459630012512207,0.30063098669052124,0.32378700375556946,31467865,0.19859665147960187,71.11740521328569,0.05371266624046922,0.031451417589475124,0.022261248650994096,0.19859665147960187,0.11365879191923808,0.42591423531807804,-0.028720932358874296
2020-02-14,0.2828330099582672,0.3278909921646118,0.276511013507843,0.3278909921646118,21424372,0.20686820186674595,65.25549507860521,0.050215870504901394,0.03520430817256038,0.015011562332341015,0.20686820186674595,0.11345829763321999,0.43378479713318596,-0.020048393399694026
2020-02-15,0.2772899866104126,0.37003299593925476,0.2709119915962219,0.2828330099582672,31994054,0.21490370109677315,64.65524367829735,0.046461776593104576,0.03745580185666922,0.009005974736435357,0.21490370109677315,0.1124134297348551,0.43973056056648335,-0.009923158372937058
2020-02-16,0.28723299503326416,0.32091501355171204,0.2559089958667755,0.27726098895072937,24990917,0.22325985096395015,64.86221740492809,0.043784230449866096,0.0387214875753086,0.005062742874557498,0.22325985096395015,0.11120109339058823,0.4456620377451266,0.000857664182773693
2020-02-17,0.32085201144218445,0.34206199645996094,0.2819780111312866,0.2876259982585907,32023284,0.23374665156006813,67.16121290855074,0.0438693311571588,0.03975105629167864,0.004118274865480158,0.23374665156006813,0.10995130666015102,0.45364926488037016,0.013844038239766099
2020-02-18,0.326092004776001,0.36741799116134644,0.31317999958992004,0.32048800587654114,28055643,0.24462895169854165,67.3119390709645,0.04385407526890728,0.04057166008712437,0.003282415181782905,0.24462895169854165,0.10764352212283533,0.4599159959442123,0.02934190745287099
2020-02-19,0.3047940135002136,0.33667999505996704,0.29829901456832886,0.32770898938179016,17146956,0.2543537523597479,64.80962368432232,0.04164337604934365,0.04078600327956823,0.0008573727697754191,0.2543537523597479,0.10357784370849098,0.46150943977672987,0.04719806494276593
2020-02-20,0.2984989881515503,0.3083769977092743,0.2776220142841339,0.305990993976593,20887048,0.26369500160217285,55.29331165314482,0.03893461109395918,0.04041572484244642,-0.0014811137484872366,0.26369500160217285,0.09832415153935874,0.46034330468089035,0.06704669852345538
2020-02-21,0.2867630124092102,0.30803701281547546,0.2826229929924011,0.29886099696159363,15802120,0.2724662020802498,56.93682638244847,0.03543245688344038,0.03941907125064521,-0.003986614367204835,0.2724662020802498,0.09161309960122643,0.45569240128270266,0.08924000287779693
2020-02-22,0.2831079959869385,0.2950980067253113,0.28008899092674255,0.2877950072288513,17381286,0.2807242520153522,46.428023366446034,0.03199324692546307,0.03793390638560879,-0.005940659460145721,0.2807242520153522,0.08408623258758313,0.4488967171905185,0.11255178684018596
2020-02-23,0.2866789996623993,0.2929219901561737,0.2672159969806671,0.2831079959869385,28190417,0.28931370191276073,21.077445040830895,0.02921898019260638,0.03619092114700831,-0.006971940954401928,0.28931370191276073,0.07448005143042356,0.4382738047736079,0.1403535990519136
2020-02-24,0.29295599460601807,0.3248029947280884,0.2803179919719696,0.286668986082077,38764731,0.2980933517217636,30.165257779354533,0.027213158500627166,0.03439536861773208,-0.007182210117104917,0.2980933517217636,0.062535404713766,0.42316416114929556,0.1730225422942316
